Date,PM2.5,NO2,O3,temperature,humidity
24/10/2018,6.981595092,38.81595092,67.8006135,17.27300613,49.82208589
24/10/2018,6.410658307,44.42946708,65.8338558,17.0815047,50.82131661
24/10/2018,6.663690476,36.52380952,68.5327381,16.85119048,50.94047619
24/10/2018,6.510703364,40.67889908,64.10091743,16.20183486,52.09785933
24/10/2018,6.401840491,40.74233129,66.65030675,16,53.57055215
24/10/2018,6.175595238,31.80952381,69.66666667,15.93452381,54.21428571
24/10/2018,6.162079511,32.27217125,68.98776758,15.25993884,56.11926606
24/10/2018,6.153846154,25.42461538,70.10153846,15.05846154,57.01538462
24/10/2018,6.047761194,19.51940299,74.48358209,15.03283582,56.00597015
24/10/2018,6.134969325,15.12883436,76.80674847,15,57.3006135
24/10/2018,6.146875,9.790625,80.271875,15.01875,56.171875
24/10/2018,6.143283582,12.05970149,78.50447761,15,56.82686567
25/10/2018,6.256097561,16.17073171,72.80487805,15,58.85060976
25/10/2018,6.240740741,13.3117284,70.19135802,15,59.9382716
25/10/2018,6.264264264,13.24024024,69.04504505,15,59.5015015
25/10/2018,6.393292683,31.6402439,55.25609756,15,59.94207317
25/10/2018,6.422492401,52.88449848,45.83586626,15,60.57142857
25/10/2018,6.28358209,61.90746269,43.39701493,15,60.32835821
25/10/2018,6.463414634,65.18292683,36.45121951,15,60.23780488
25/10/2018,6.417682927,64.03353659,40.9054878,15.36890244,58.88719512
25/10/2018,6.410179641,52.08682635,47.75149701,16.48502994,56.00598802
25/10/2018,6.195583596,41.9873817,51.34069401,17.70347003,52.69085174
25/10/2018,6.56547619,53.7202381,48.21130952,17.13095238,54.52380952
25/10/2018,6.14893617,38.40425532,54.46200608,17.40425532,53.67173252
25/10/2018,6.073394495,31.31804281,59.70336391,17.85015291,51.0764526
25/10/2018,6.1875,38.30059524,61.97916667,16.99107143,53.64285714
25/10/2018,6.138554217,45.89156627,55.73192771,16.14457831,55.31626506
25/10/2018,6.118012422,42.21428571,56.68944099,16.01552795,55.70496894
25/10/2018,6.191044776,52.2358209,51.55820896,15.74925373,56.72537313
25/10/2018,6.449541284,54.47400612,46.76452599,15.19877676,58.37003058
25/10/2018,6.31402439,37.57012195,55.875,15.01219512,59.9847561
25/10/2018,6.288690476,23.30357143,63.30654762,15,62.02678571
25/10/2018,6.237804878,13.48170732,67.53353659,14.38719512,61.22256098
25/10/2018,6.740853659,12.06097561,66.72865854,13.08841463,57.49085366
25/10/2018,5.850299401,11.9491018,64.15568862,12.43113772,56.05688623
25/10/2018,5.545454545,11.81212121,64.34848485,12,56.62727273
26/10/2018,5.548780488,13.70426829,63.32317073,11.91463415,57.20121951
26/10/2018,5.560240964,13.49698795,63.21987952,11.31626506,58.5813253
26/10/2018,5.159638554,13.95783133,65.26204819,10.76807229,58.6746988
26/10/2018,5.265243902,20.47560976,60.01829268,10.27439024,57.83536585
26/10/2018,5.093939394,37.06060606,50.33636364,10.10909091,58.22424242
26/10/2018,5.315315315,42.64264264,55.5045045,10.06906907,60.78378378
26/10/2018,5.564417178,54.27607362,46.88343558,9.806748466,63.78527607
26/10/2018,5.425981873,56.53776435,43.3897281,9.954682779,61.25377644
26/10/2018,5.388554217,41.09939759,53.30421687,10.46686747,58.4126506
26/10/2018,5.558282209,42.39877301,53.19018405,11.00306748,59.60122699
26/10/2018,5.481927711,32.55421687,52.8313253,13.08433735,53.68975904
26/10/2018,5.933534743,28.55891239,60.40181269,14.12386707,48.81570997
26/10/2018,5.812883436,28.05828221,69.60429448,14.08282209,47.3803681
26/10/2018,5.543806647,42.24169184,58.29607251,13.12688822,50.80966767
26/10/2018,5.626911315,31.88379205,50.85932722,13.99082569,46.30275229
26/10/2018,5.901538462,30.84615385,52.47076923,13.07076923,45.52923077
26/10/2018,5.704142012,34.81656805,52.55621302,12.08579882,47.53846154
26/10/2018,5.678018576,38.96904025,50.82352941,11.14241486,49.07739938
26/10/2018,5.722560976,34.35060976,53.86585366,10.67682927,48.38414634
26/10/2018,5.657738095,33.94047619,52.2797619,10,50.38095238
26/10/2018,5.44648318,30.52905199,55.39449541,10,51.2324159
26/10/2018,5.662576687,26.05521472,54.66871166,9.812883436,51.14723926
26/10/2018,5.470238095,22.63690476,54.59821429,9.357142857,49.81845238
26/10/2018,5.856269113,22.3058104,54.35779817,9.103975535,52.08256881
27/10/2018,5.81402439,20.68597561,54.49085366,9,52.07926829
27/10/2018,5.380952381,15.19345238,61.03869048,9.18452381,48.39285714
27/10/2018,5.745398773,15.92331288,59.64417178,9.174846626,46.82515337
27/10/2018,5.301829268,24.03353659,55.16463415,9,48.94512195
27/10/2018,5.397014925,35.4238806,47.53134328,9.023880597,49.71641791
27/10/2018,5.469325153,37.42638037,51.60736196,8.576687117,56.65337423
27/10/2018,5.551083591,47.80185759,40.9876161,8.040247678,60.12693498
27/10/2018,5.741071429,39.25297619,42.5952381,9,51.77380952
27/10/2018,5.667682927,36.22865854,49.54268293,9.43597561,45.17987805
27/10/2018,5.856707317,34.97865854,56.92987805,10.93292683,40.38719512
27/10/2018,5.72754491,37.84431138,63.06586826,11.88323353,39.91317365
27/10/2018,5.768518519,40.96604938,59.67283951,12.0617284,41.76851852
27/10/2018,5.612804878,41.79878049,61.52743902,12.35060976,34.96036585
27/10/2018,5.619047619,42.30059524,68.41964286,12.98511905,33.10714286
27/10/2018,5.506097561,60.02439024,57.72865854,12.0945122,35.04268293
27/10/2018,5.454545455,56.28526646,49.56426332,11.34796238,36.68652038
27/10/2018,5.556547619,60.05952381,39.39880952,10.23511905,39.7827381
27/10/2018,5.578947368,56.49845201,36.34674923,9.368421053,42.34055728
27/10/2018,5.944615385,50.40923077,40.60307692,9.486153846,45.44307692
27/10/2018,5.651757188,48.17891374,37.50159744,9.130990415,49.0543131
27/10/2018,5.523510972,43.55799373,45.06583072,10.26645768,47.55799373
27/10/2018,5.539393939,34.34848485,52.73030303,11.01212121,46.69090909
27/10/2018,5.629508197,31.41967213,50.97704918,10.99344262,47.80983607
27/10/2018,5.729483283,34.33738602,48.77507599,10.83586626,50.0881459
28/10/2018,6.061688312,30.18506494,52.12662338,11.17207792,48.76623377
28/10/2018,5.700598802,29.72155689,49.89820359,11.01197605,49.9251497
28/10/2018,5.876190476,28.05714286,50.64761905,10.79365079,50.71428571
28/10/2018,5.367781155,19.64741641,56.84194529,10.64741641,49.79635258
28/10/2018,6.108626198,25.73801917,51.49520767,10.79552716,48.32907348
28/10/2018,5.785488959,66.15141956,15.42586751,9.261829653,52.87697161
28/10/2018,5.755952381,64.23214286,12.11011905,8.1875,54.9077381
28/10/2018,5.794029851,77.98507463,9.614925373,9.298507463,53.3880597
28/10/2018,5.996688742,54.2781457,29.5794702,12.40728477,47.07284768
28/10/2018,6.066246057,43.95268139,47.4384858,14.05047319,43.7444795
